,price,name,ext_color,int_color,drivetrain,mpg,fuel,transmission,engine,mileage,accidents,1owner,personal_use,review_comfort,review_design,review_performance,review_value,review_styling,review_reliability,sellers-notes
49,"$18,480",2013 Mercedes-Benz SLK-Class SLK 250,Black,Ash / Black,Rear-wheel Drive,22–32,Gasoline,7-Speed Automatic,1.8L I4 16V GDI DOHC Turbo,"66,634 mi.",None reported,No,Yes,4.5,4.9,4.9,4.7,4.8,4.8,"2013 MERCEDES-BENZ SLK 250 CONVERTIBLE, 7-SPEED AUTOMATIC TRANSMISSION, HEATED FRONT SEATS, AIRSCARF, KEYLESS-GO, AUTO CLIMATE CONTROL, NAVIGATION, AUTO CLIMATE CONTROL, 18-INCH AMG WHEELS, JUST SERVICED INCLUDING PA INSPECTION & OIL CHANGE!! This vehicle will be reviewed by an independent certified …"
50,"$14,790",2015 Mazda Mazda3 i Touring,Meteor Gray Mica,Black,Front-wheel Drive,,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,"90,197 mi.",None reported,No,Yes,4.5,4.6,4.5,4.7,4.8,4.7,"This pre-owned vehicle comes with an industry leading 6 month 6,000 mile limited powertrain warranty powered by Allstate at no additional cost! See dealer for details. Clean CARFAX. Bluetooth, Clean Title, Complete Service History, Non-Smoker, Good Service History, Backup Camera, Touch Screen, Push …"
51,"$49,989",2022 Lexus NX 350 F SPORT Handling,Cloudburst Gray,Black,All-wheel Drive,,Gasoline,8-Speed Automatic,2.4L I4 16V PDI DOHC Turbo,"1,387 mi.",At least 1 accident or damage reported,Yes,Yes,4.8,4.6,4.6,3.6,4.6,4.8,"L/Certified until 7/3/28 with no mileage limitation! CARFAX One-Owner. Priced below KBB Fair Purchase Price!, Wireless Apple CarPlay/Wireless Android Auto, Bluetooth Phone and Audio Streaming, Lexus Safety System+ 3.0- Lane Tracing Assist, Road Sign Assist, Pre-Collision System w/ Pedestrian Detecti …"
52,"$8,800",2006 Honda Pilot EX-L,Red,Beige,Front-wheel Drive,18–24,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,"157,426 mi.",None reported,No,Yes,4.4,4.4,4.6,4.6,4.3,4.8,"This is a 2006 Honda Pilot. 2 owners. Prior certified and pre-owned. Clean CARFAX. Well Maintained, Runs, and drives great! 12/2023 Inspection. Automatic Transmission with a 3.5L V6 Cylinder Engine. 41 Service history records! New Brakes, New Sway bar links, Fresh Oil change, New Valve cover gasket, …"
53,"$30,995",2018 Honda Ridgeline Black Edition,Crystal Black Pearl,Black,All-wheel Drive,18–25,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,"52,612 mi.",None reported,Yes,Yes,4.9,4.8,4.8,4.6,4.8,4.9,"ALL WHEEL DRIVE/BLACK EDITION, HEATED LEATHER INTERIOR, NAVIGATION SYSTEM, POWER SUNROOF, HEATED STEERING WHEEL, ONE OWNER, CLEAN CARFAX, FULL INSPECTED AND SERVICED 2018 Honda Ridgeline Black Edition AWD Crystal Black Pearl 3.5L V6 AWD! SPECAIL FINANCING! McGrath Honda will also cover this spec …"
54,"$44,999",2021 Volvo S90 T6 Inscription,Pebble Gray Metallic,Charcoal,All-wheel Drive,21–32,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,"18,877 mi.",None reported,Yes,Yes,,,,,,,"Clean Car Fax, AWD/4wd, Navagation/GPS, Sunfoof/Moonroof, Back-Up Camera, Low Miles, S90 T6 Inscription, 4D Sedan, I4 Supercharged, AWD, Pebble Gray Metallic, Charcoal w/Leather Seating Surfaces, Navigation system: Sensus Navigation. T6 Inscription 4D Sedan Priced below KBB Fair Purchase Price! Clea …"
55,"$61,995",2018 Audi TT RS 2.5T,Nardo Gray,Black,All-wheel Drive,19–29,Gasoline,7-Speed Automatic with Auto-Shift,2.5L I5 20V PDI DOHC Turbo,"17,373 mi.",None reported,No,Yes,4.7,4.7,5.0,4.5,4.7,4.9,"Nardo Gray 2018 Audi TT RS 2.5T quattro in Nardo Gray, over Black leather. Clean Carfax showing Audi Dealer service history. Options include: Technology Package: Apple CarPlay, Audi MMI Navigation Plus, Audi Connect, Audi Smartphone Interface, Audi Side Assist, Bang & Olufsen Sound System. Black Opt …"
56,"$31,611",2019 Toyota Tacoma SR,Magnetic Gray Metallic,Gray,Four-wheel Drive,18–22,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,"94,707 mi.",None reported,No,Yes,4.5,4.5,4.3,4.3,4.7,4.6,"Clean CARFAX. CARFAX 1 OWNER, CLEAN CARFAX, LOCAL TRADE, KEYLESS ENTRY, REAR VIEW CAMERA, RADAR CRUISE CONTROL, PRE-COLLISION SYSTEM, COLLISION MITIGATION, LANE DEPARTURE ALERT, Alloy Wheels, Backup Camera, Bluetooth, 4WD, 4WD, Remote Keyless Entry, SR Convenience …"
57,"$48,966",2017 Tesla Model X 100D,Black,Tan,All-wheel Drive,,1-Speed Automatic,Electric,5YJXCBE20HF054150,"Navigation System
Power Liftgate
Remote Start",None reported,Yes,Yes,4.7,4.6,4.9,4.4,4.7,4.6,"This vehicle is subject to prior sale. The pricing, equipment, specifications, and photos presented are believed to be accurate, but are provided 'AS IS' and are subject to change without notice. Fuel economy figures (if shown) are provided from EPA mileage estimates. Your actual mileage will vary, …"
58,"$59,250",2023 Ford Bronco Big Bend,Silver Metallic,Black Onyx,Four-wheel Drive,,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,179 mi.,None reported,Yes,No,,,,,,,2023 Ford Bronco Big Bend Recent Arrival! DUAL TOPSKEYLESS ENTRYLED SIGNATURE LIGHTINGTOW HOOKSHILL START ASSISTREARVIEW CAMERAPRE-COLLISION ASSISTClean CARFAX. 2023 Ford Bronco 4D Sport Utility Silver Metallic Big Bend 2.7L 6-Cylinder PDI Turbocharged DOHC 10-Speed Automatic …
59,"$34,000",2021 Lincoln Corsair Standard,Silver Radiance,Sandstone,Front-wheel Drive,22–29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"5,010 mi.",None reported,Yes,Yes,4.9,4.7,4.9,4.9,5.0,4.9,"Silver Radiance 2021 Lincoln Corsair Standard FWD 8-Speed Automatic 2.0L I4 ONE OWNER CLEAN CARFAX, GOOD MAINTENANCE HISTROY, LOCAL TRADE, NON-SMOKER, LOW MILES, NEW TIRES, NEW BRAKES, LIKE NEW, LIFETIME WARRANTY INCLUDED!!!, Air Conditioning, Automatic temperature control, Equipment Group 100A, Fou …"
60,"$25,987",2017 Jaguar XE 35t Premium,Polaris White,Jet,All-wheel Drive,20–29,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,"29,106 mi.",None reported,No,Yes,4.7,4.5,4.8,4.6,4.8,4.8,"We are 15 minutes south of St. Louis. Everyone leaves happy! White 2017 Jaguar XE 35t Premium AWD 8-Speed Automatic 3.0L V6 24V Supercharged XE 35t Premium, AWD, White, Cold Climate Package, Heated Front Seats, Heated Front Windshield, Heated Steering Wheel, Heated Washer Jets. Odometer is 31815 …"
61,"$67,993",2021 GMC Yukon Denali,Onyx Black,Teak,Rear-wheel Drive,15–20,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,"61,768 mi.",None reported,Yes,No,4.3,4.5,4.3,3.5,4.7,3.6,"FREE 20 YEAR / 200,000 MILE POWERTRAIN WARRANTY, ONE OWNER, BLUETOOTH, SIRIUS XM SATELLITE RADIO, CHEVY MYLINK / MYGMC, APPLE CARPLAY, GOOGLE ANDRIOD AUTO, NAVIGATION SYSTEM GPS NAV, BOSE HIGH END SOUND PACKAGE / BOSE SPEAKERS, STEERING WHEEL AUDIO CONTROLS, BACKUP CAMERA, HOMELINK UNIVERSAL GARAGE …"
62,"$42,219",2021 Lexus IS 350 F Sport,Atomic Silver,Black,Rear-wheel Drive,20–28,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,"26,082 mi.",None reported,Yes,Yes,5.0,4.5,5.0,4.5,5.0,5.0,Back-up Camera Bluetooth Connection Blind Spot Monitor Wifi Hotspot Brake Assist Adaptive Cruise Control Premium Sound System Aluminum Wheels Leather Steering WheelDiscover your perfect car at STG Auto Group with this 2021 Lexus IS 350 F SPORT! Enjoy a variety of features such as a …
63,"$24,400",2023 Hyundai Kona SEL,Cyber Silver,Black,Front-wheel Drive,,Gasoline,IVT,2.0L I4 16V MPFI DOHC,"3,058 mi.",None reported,No,No,4.5,4.3,3.5,3.8,4.5,3.7,"Recent Arrival! HYUNDAI CERTIFIED 100000 MILE POWERTRAIN WARRANTY,APPLE CARPLAY/ANDROID AUTO, BLIND SPOT MONITOR, FORWARD COLLISION MITIGATION ASSIST, SPLIT FOLDING REAR SEAT, BACKUP CAMERA, BLUETOOTH, REMOTE KEYLESS ENTRY, STEERING WHEEL AUDIO CONTROLS, ALLOY W …"
64,"$24,495",2015 Ford F-350 XL,Ingot Silver Metallic,Steel Gray,Four-wheel Drive,,E85 Flex Fuel,6-Speed Automatic,6.2L V8 16V MPFI SOHC Flexible Fuel,"86,642 mi.",None reported,Yes,No,4.6,4.5,4.4,4.2,4.6,4.3,"CARFAX 1-Owner. XL trim. PRICED TO MOVE $3,500 below Kelley Blue Book! Flex Fuel, 4x4, Tow Hitch, XL VALUE PACKAGE, WHEELS: 18 ARGENT PAINTED STEEL, 6 ANGULAR BLACK MOLDED IN COLOR RUNN... ELECTRONIC LOCKING W/3.73 AXLE RATIO ======KEY FEATURES INCLUDE: 4x4, Flex Fuel, Trailer Hitch. Ford XL with In …"
65,"$12,999",2013 Chevrolet Avalanche LT,Black,Ebony,Four-wheel Drive,15–21,Gasoline,6-Speed Automatic,5.3L V8 16V MPFI OHV,"144,406 mi.",At least 1 accident or damage reported,Yes,No,4.9,4.7,4.6,4.4,4.9,4.7,"Bluetooth, Backup Camera, Leather, Heated Seats, XM Satellite Radio, Steering Wheel Controls, Local Trade, 4WD 4 Wheel Drive, Factory Tow Package, Z71 Off Road Package, OnStar, I-94 EXIT 159, AS-IS , 6-Speed Automatic, 4WD. Priced below KBB Fair Purchase Price! Black 2013 Chevrolet Avalanche 1500 …"
66,"$18,067",2019 Volkswagen Golf SportWagen 1.8T S,Deep Black Pearl Effect,Titan Black,All-wheel Drive,22–29,Gasoline,6-Speed Automatic with Auto-Shift,1.8L I4 16V GDI DOHC Turbo,"59,396 mi.",None reported,Yes,No,4.8,4.5,4.5,4.8,4.5,4.8,Summary: Welcome to Taylor Kia of Lima. At Taylor Kia of Lima we understand that delivering top quality service is the only way to earn business. We promise to make your next car buying experience efficient and relaxed. Taylor Kia of Lima's mission is to ensure all our customers have a positive auto …
67,"$24,800",2019 Audi A3 2.0T Titanium Premium,Monsoon Gray Metallic,Black,Front-wheel Drive,26–35,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,"29,955 mi.",At least 1 accident or damage reported,Yes,No,5.0,4.7,5.0,4.5,4.8,4.8,"CARFAX One-Owner. Monsoon Gray Metallic 2019 Audi A3 2.0T Premium FrontTrak 7-Speed Automatic S tronic 2.0L 4-Cylinder TFSI Apple CarPlay, Android Auto, Bluetooth, Backup Camera, Leather Seats, Panoramic Sunroof, Heated Seats, 18 Wheels, Black w/Leather Seating Surfaces, ABS brakes, Alloy wheels, El …"
68,"$20,992",2016 Jeep Wrangler Sport,Black Clearcoat,Black,Four-wheel Drive,17–21,Gasoline,5-Speed Automatic,3.6L V6 24V MPFI DOHC,"92,364 mi.",None reported,No,No,4.4,4.6,4.6,4.5,4.8,4.7,"Clean CARFAX. Black Clearcoat 2016 Jeep Wrangler Sport 4WD 5-Speed Automatic 3.6L V6 24V VVT CLEAN VEHICLE HISTORY...NO ACCIDENTS, SERVICE RECORDS AVAILABLE, Hard Top, Super Sharp Jeep !!!!!. Recent Arrival! Awards: 2016 KBB.com 10 Most Awarded Cars 2016 KBB.com Best Resale Value Awards 2016 K …"
69,"$20,495",2015 Jeep Grand Cherokee Summit,Brilliant Black Crystal Pearlcoat,Black,Four-wheel Drive,17–24,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,"95,251 mi.",At least 1 accident or damage reported,No,Yes,4.8,4.8,4.8,4.6,4.9,4.7,Priced below KBB Fair Purchase Price! Brilliant Black Crystal Pearlcoat 2015 Jeep Grand Cherokee Summit 4WD 8-Speed Automatic 3.6L V6 24V VVTOdometer is 913 miles below market average!Awards: Green Car Journal 2015 Green SUV of the YearBased on 2017 EPA mileage ratings. Use for comparison purposes …
70,"$18,798",2016 Mercedes-Benz SLK-Class SLK300,Obsidian Black Metallic,Ash,Rear-wheel Drive,25–32,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"73,260 mi.",None reported,No,No,4.8,4.8,4.7,4.5,4.9,4.8,"Clean CARFAX. Obsidian Black Metallic 2016 Mercedes-Benz SLK 300 RWD 9-Speed Automatic 2.0L Turbocharged SLK 300, 2.0L Turbocharged, 9-Speed Automatic. 2 free oil changes with every vehicle purchase! 25/32 City/Highway MPG Reviews: Powerful engine choices; high-quality cabin; relatively large trun …"
71,"$51,673",2022 Tesla Model Y Long Range,Midnight Silver Metallic,Black,All-wheel Drive,,1-Speed Automatic,Electric,7SAYGDEE9NF437047,"Adaptive Cruise Control
Heated Seats
Heated Steering Wheel
Navigation System
Power Liftgate",None reported,No,Yes,3.6,4.1,4.4,3.6,4.2,3.5,"Clean CARFAX. Midnight Silver Metallic 2022 Tesla Model Y Long Range AWD 1-Speed Automatic Dual Electric Motor 14 Speakers, 4-Wheel Disc Brakes, 5 Seat Interior, 9.0 Axle Ratio, ABS brakes, Air Conditioning, Alloy wheels, Audio memory, Auto High-beam Headlights, Auto tilt-away steering wheel, Auto-d …"
72,"$19,373",2016 INFINITI QX80 Base,Liquid Platinum,Graphite,Rear-wheel Drive,14–20,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,"129,994 mi.",At least 1 accident or damage reported,No,No,5.0,4.8,4.5,4.4,4.8,4.6,"2016 INFINITI QX80 Priced below KBB Fair Purchase Price! LOCAL TRADE, NAVIGATION GPS, FULLY SERVICED, MOONROOF, LEATHER INTERIOR, HAND`S FREE BLUETOOTH, BACK UP CAMERA, 13 Speakers, 3rd row seats: split-bench, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, An …"
73,"$239,000",2022 Aston Martin DB11 V8,Satin,–,Rear-wheel Drive,18–24,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,776 mi.,None reported,Yes,No,,,,,,,"Price(s) include(s) all costs to be paid be for by a consumer except for licensing cost, registration fees and taxes. We make every effort to provide accurate info. Please contact us before purchasing for verification. Not responsible for errors. Residency restrictions may apply. In stock vehicles only. New vehicles not for export. No dealers or agents, sale to retail user only."
74,"$33,761",2020 Toyota Tacoma SR,Midnight Black Metallic,Cement,Four-wheel Drive,18–22,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,"37,020 mi.",None reported,Yes,Yes,4.6,4.7,4.6,4.6,4.9,4.8,"MUST SEE THIS ONE!, DJT 3 Years in a Row Carfax Top Rated Dealer!, CERTIFIED TOYOTA!! 7/100K WARRANTY INCLUDED, New Tires!, New Brakes!, DJT Maintenance Performed! Oil Change, Air Filter, Cabin Filter & New Wipers Done!, Backup Camera, Toyota Reliability!, 1-Owner No Accident Carfax! …"
75,"$45,999",2014 Mercedes-Benz SLK-Class SLK 55 AMG,Black,Black,Rear-wheel Drive,19–28,Gasoline,7-Speed Automatic,5.5L V8 32V GDI DOHC,"23,600 mi.",At least 1 accident or damage reported,No,Yes,4.8,4.8,4.8,4.7,4.9,4.8,"2014 MERCEDES-BENZ SLK55 AMG AMG HANDLING PKG! COMAND SYSTEM! LIGHTING PKG! PANO ROOF! CARBON FIBER! OBSIDIAN BLACK METALLIC OVER BLACK NAPPA LEATHER! ORIGINAL OPTIONS: OBSIDIAN BLACK METALLIC (ORIGINALLY $720) AMG HANDLING PACKAGE (ORIGINALLY $4,750) LIGHTING PACKAGE (ORIGINALLY $1,390) COMAND SYST …"
76,"$30,996",2019 Ford Taurus SHO,White Platinum Tri-Coat Metallic,Charcoal Black / Mayan Gray,All-wheel Drive,16–24,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,"51,967 mi.",None reported,Yes,Yes,4.9,4.9,4.9,4.9,4.8,5.0,"Ford Performance in this Sports Sedan!! Only 52k Miles on this Carfax Certified 1 Owner and Accident free Sedan2019 Ford Taurus SHOWhite Platinum Exterior w/Black/Gray Interior Ask us about our Hopkins Honors ProgramServing the Fox Valley area since 1982 from Elgin, Bartlett, Schaumburg, …"
77,"$74,988",2021 Lexus LX 570 Two-Row,Nightfall Mica,Black,Four-wheel Drive,12–16,Gasoline,8-Speed Automatic,5.7L V8 32V MPFI DOHC,"30,992 mi.",None reported,Yes,Yes,5.0,5.0,4.7,4.3,4.7,5.0,"CARFAX 1-Owner, Extra Clean, LOW MILES - 30,992! JUST REPRICED FROM $77,000, $6,700 below J.D. Power Retail! Heated Leather Seats, Sunroof, Navigation, Power Liftgate, 4x4, Trailer Hitch, DARK BROWN WALNUT & LEATHER HEATED ST... ======KEY FEATURES INCLUDE: Leather Seats, Navigation, Sunroof, 4x4, Po …"
78,"$9,984",2016 Chevrolet Traverse 2LT,Mosaic Black Metallic,Ebony,All-wheel Drive,15–22,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,"149,487 mi.",At least 1 accident or damage reported,No,No,4.7,4.5,4.5,4.4,4.6,4.5,Priced below KBB Fair Purchase Price! Mosaic Black Metallic 2016 Chevrolet Traverse 2LT 2LT AWD 6-Speed Automatic 3.6L V6 SIDIOdometer is 3392 miles below market average!Reviews: Smooth ride even when the road isn't; can accommodate up to eight passengers; plenty of cargo space behind the third ro …
79,"$32,393",2021 Honda CR-V Hybrid EX,Black,–,All-wheel Drive,40–35,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,"20,440 mi.",None reported,Yes,Yes,4.8,4.8,4.8,4.7,4.8,4.8,Certified. CARFAX One-Owner. Clean CARFAX. Priced below KBB Fair Purchase Price! Black 2021 Honda CR-V Hybrid EX AWD eCVT 2.0L I4 DOHC 16VOdometer is 2112 miles below market average! 40/35 City/Highway MPGHondaTrue Certified Details: Transferable Warranty Vehicle History 182 Point Inspection …
80,"$40,499",2022 Genesis G70 3.3T,White,Burgundy,Rear-wheel Drive,18–27,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo,"12,106 mi.",None reported,Yes,Yes,4.7,5.0,5.0,5.0,5.0,5.0,"Certified. CARFAX One-Owner. Clean CARFAX. White 2022 Genesis G70 3.3T 8-Speed Automatic V6 360 Camera, Active Parking Assist, Android Auto, Apple Carplay, Collision Avoidance System, Collision Warning Alert System, Heads-Up Display, Lane Keeping Assist, Voice Recognition, CAR FAX ONE OWNER, CLEAN C …"
81,"$39,445",2016 Chevrolet Silverado 2500 High Country,Summit White,Saddle,Four-wheel Drive,,E85 Flex Fuel,6-Speed Automatic,6.0L V8 16V MPFI OHV Flexible Fuel,"83,642 mi.",At least 1 accident or damage reported,No,Yes,4.7,4.6,4.4,4.1,4.6,4.3,"2016 Chevrolet Silverado 2500HD High Country Priced below KBB Fair Purchase Price! Odometer is 2330 miles below market average! Summit White Navigation, Backup Camera, Sunroof, Heated Leather Seats, Silverado 2500HD High Country, 4D Crew Cab, Vortec 6.0L V8 SFI Flex Fuel VVT, 6-Speed Automatic HD El …"
82,"$181,888",2020 Mercedes-Benz AMG G 63 Base,Lunar Blue Metallic,Yacht Blue,All-wheel Drive,13–15,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"43,569 mi.",None reported,Yes,Yes,4.0,4.7,4.0,3.7,4.7,3.7,"With over 250 Certified and Pre-Owned BMWs in stock, we offer one of the largest selections of CPO/Pre-Owned BMWs in all of Southern California, all competitively priced to sell."
83,"$76,500",2022 Ford Expedition Max King Ranch,Oxford White,Java,Four-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,"24,287 mi.",None reported,Yes,Yes,,,,,,,"Oxford White 2022 Ford Expedition Max King Ranch Recent Arrival! Come take a look at this beautiful white Expedition! It is a recent trade in with no accidents and only 23k miles! It is equipped with 4x4, AC, power windows, power locks, tilt steering wheel, steering wheel controls, cruise control, h …"
84,"$8,299",2006 Lincoln Zephyr Zephyr,Silver,Black,Front-wheel Drive,20–28,Gasoline,Automatic,3.0L DOHC 4V V6 Duratec engine,"59,751 mi.",At least 1 accident or damage reported,Yes,Yes,4.7,4.5,4.3,4.5,4.6,4.5,ACTUAL LOW MILES 59K 1-OWNER LEATHER SUNROOF CD PLAYER KEYLESS ENTRY ALLOY WHEEL GOOD TIRES 3.0L V6--- LARGE VARIETY OF VEHICLES AT YOUR CHOICE AUTOS AT TRUE AFFORDABLE PRICES. CHECK OUR LATEST INVENTORY AND SCHEDULE YOUR TEST DRIVE WITH US. WE ALSO BUY CARS FROM PRIVATE OWNERS JUST BRING YOUR VEHIC …
85,"$7,900",2012 Buick Regal GS,Black,Black,Front-wheel Drive,19–27,Gasoline,6 Speed Manual,2.2L L4 DOHC 16V TURBO,"187,382 mi.",None reported,Yes,No,4.5,4.5,4.2,4.4,4.6,4.5,"HARD TO FIND A REGAL GS 6-SPEED MANUAL TRANSMISSION 2.0 TURBO WITH 270HP. WITH BREMBO BRAKES. TWO OWNERS SUPER CLEAN, ALSO WAS A LADY OWNER, GARAGE KEPT. DRIVE SO WELL. NAVIGATION, BLUETOOTH, LEATHER SEATS WITH HEATHER. SUNROOF, 4 BRAND NEW RIMS MSW DESIGNED BY O.Z TYPE 74 GLOSS BLACK SIZE 20X8.5 WI …"
86,"$35,500",2017 Toyota Tundra SR5,Black,–,Rear-wheel Drive,15–19,Gasoline,6-Speed Automatic Electronic with Overdrive,"I-FORCE 4.6L V-8 DOHC, VVT-i variable valve control, engine with","42,479 mi.",None reported,No,Yes,4.8,4.5,4.8,4.6,4.7,4.8,"Black 2017 Toyota Tundra SR5 4.6L V8 RWD 6-Speed Automatic Electronic with Overdrive 4.6L V8 DOHC Dual VVT-i 32V NAVIGATION, BACKUP CAMERA, BLUETOOTH, ALUMINUM ALLOY WHEELS, MP3 / IPOD COMPATIBLE, TRAILER TOW PACKAGE, UPGRADED WHEELS, POWER DRIVER'S SEAT, CLEAN CARFAX, The 2017 Toy …"
87,"$39,990",2018 Toyota Tundra Platinum,Gray,Black,Four-wheel Drive,13–17,Gasoline,Automatic,"I-FORCE 5.7L V-8 DOHC, variable valve control, engine with 381HP","74,806 mi.",None reported,Yes,No,4.8,4.6,4.9,4.6,4.8,4.9,Please Call Blaine @ 901.550.3729 or 901.386.2270 Clean Carfax 4-Wheel Drive Sunroof All-Weather Floor Mats Navigation Backup Camera Heated & Cooled Seats Tonneau Cover Well Maintained Good Bridgestone Tires This 2018 Toyota Tundra Platinum is in excellent condition. It comes from a non s …
88,"$84,995",2010 Audi R8 4.2 quattro,Silver,Luxor Beige,All-wheel Drive,12–19,Gasoline,6-Speed Manual,4.2L V8 32V GDI DOHC,"34,400 mi.",None reported,No,Yes,4.4,4.2,4.6,4.0,4.2,4.0,"Just Serviced!

Clean CARFAX. Silver 2010 Audi R8 4.2 quattro quattro 6-Speed Manual 4.2L 8-Cylinder FSI Luxor Beige Leather.


Recent Arrival! Odometer is 10442 miles below market average!


Reviews:
Audi's R8 is styled unlike anything else on the roa …"
89,"$14,494",2012 Chevrolet Colorado Work Truck,Summit White,Medium Pewter,Rear-wheel Drive,,Gasoline,4-Speed Automatic,3.7L I5 20V MPFI DOHC,"95,809 mi.",None reported,No,No,4.5,4.2,4.5,4.5,4.5,4.6,LOW MILES! The 2012 Chevrolet Colorado Work Truck 4x2 Extended Cab is a compact pickup truck that is designed for work and utility use. The extended cab provides additional space behind the front seats for storage or additional passengers. The five-cylinder engine produces 242 horsepower and 242 lb- …
